From;To;ID 2872 - PM2.5
"01/01/2019";"02/01/2019";"17"
"02/01/2019";"03/01/2019";"6"
"03/01/2019";"04/01/2019";"6"
"04/01/2019";"05/01/2019";"24"
"05/01/2019";"06/01/2019";"13"
"06/01/2019";"07/01/2019";"38"
"07/01/2019";"08/01/2019";"81"
"08/01/2019";"09/01/2019";"47"
"09/01/2019";"10/01/2019";"47"
"10/01/2019";"11/01/2019";"44"
"11/01/2019";"12/01/2019";"45"
"12/01/2019";"13/01/2019";"23"
"13/01/2019";"14/01/2019";"23"
"14/01/2019";"15/01/2019";"7"
"15/01/2019";"16/01/2019";"12"
"16/01/2019";"17/01/2019";"19"
"17/01/2019";"18/01/2019";"27"
"18/01/2019";"19/01/2019";"15"
"19/01/2019";"20/01/2019";"36"
"20/01/2019";"21/01/2019";"77"
"21/01/2019";"22/01/2019";"42"
"22/01/2019";"23/01/2019";"53"
"23/01/2019";"24/01/2019";"45"
"24/01/2019";"25/01/2019";"27"
"25/01/2019";"26/01/2019";"30"
"26/01/2019";"27/01/2019";"63"
"27/01/2019";"28/01/2019";"71"
"28/01/2019";"29/01/2019";"52"
"29/01/2019";"30/01/2019";"40"
"30/01/2019";"31/01/2019";"45"
"31/01/2019";"01/02/2019";"45"
"01/02/2019";"02/02/2019";"42"
"02/02/2019";"03/02/2019";"26"
"03/02/2019";"04/02/2019";"42"
"04/02/2019";"05/02/2019";"19"
"05/02/2019";"06/02/2019";"33"
"06/02/2019";"07/02/2019";"39"
"07/02/2019";"08/02/2019";"38"
"08/02/2019";"09/02/2019";"40"
"09/02/2019";"10/02/2019";"41"
"10/02/2019";"11/02/2019";"29"
"11/02/2019";"12/02/2019";"22"
"12/02/2019";"13/02/2019";"11"
"13/02/2019";"14/02/2019";"24"
"14/02/2019";"15/02/2019";"20"
"15/02/2019";"16/02/2019";"36"
"16/02/2019";"17/02/2019";"34"
"17/02/2019";"18/02/2019";"36"
"18/02/2019";"19/02/2019";"38"
"19/02/2019";"20/02/2019";"51"
"20/02/2019";"21/02/2019";"14"
"21/02/2019";"22/02/2019";"25"
"22/02/2019";"23/02/2019";"9"
"23/02/2019";"24/02/2019";"22"
"24/02/2019";"25/02/2019";"35"
"25/02/2019";"26/02/2019";"39"
